,,Message,Target
Yelp,463,The inside is really quite nice and very clean.,1
Yelp,464,The food was outstanding and the prices were very reasonable.,1
Yelp,465,I don't think I'll be running back to Carly's anytime soon for food.,0
Yelp,466,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
Yelp,467,"Love the margaritas, too!",1
Yelp,468,This was my first and only Vegas buffet and it did not disappoint.,1
Yelp,469,"Very good, though!",1
Yelp,470,The one down note is the ventilation could use some upgrading.,0
Yelp,471,Great pork sandwich.,1
Yelp,472,Don't waste your time here.,0
Yelp,473,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
Yelp,474,"Third, the cheese on my friend's burger was cold.",0
Yelp,475,We enjoy their pizza and brunch.,1
Yelp,476,The steaks are all well trimmed and also perfectly cooked.,1
Yelp,477,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
Yelp,478,I LOVED it!,1
Yelp,479,We asked for the bill to leave without eating and they didn't bring that either.,0
Yelp,480,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
Yelp,481,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
Yelp,482,The selection of food was not the best.,0
Yelp,483,Delicious and I will absolutely be back!,1
Yelp,484,"This isn't a small family restaurant, this is a fine dining establishment.",1
Yelp,485,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
Yelp,486,I dont think I will be back for a very long time.,0
Yelp,487,"It was attached to a gas station, and that is rarely a good sign.",0
Yelp,488,How awesome is that.,1
Yelp,489,I will be back many times soon.,1
Yelp,490,The menu had so much good stuff on it i could not decide!,1
Yelp,491,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0
Yelp,492,CONCLUSION: Very filling meals.,1
Yelp,493,Their daily specials are always a hit with my group.,1
Yelp,494,And then tragedy struck.,0
Yelp,495,The pancake was also really good and pretty large at that.,1
Yelp,496,"This was my first crawfish experience, and it was delicious!",1
Yelp,497,Their monster chicken fried steak and eggs is my all time favorite.,1
Yelp,498,Waitress was sweet and funny.,1
Yelp,499,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
Yelp,500,"I'd rather eat airline food, seriously.",0
Yelp,501,Cant say enough good things about this place.,1
Yelp,502,The ambiance was incredible.,1
Yelp,503,The waitress and manager are so friendly.,1
Yelp,504,I would not recommend this place.,0
Yelp,505,Overall I wasn't very impressed with Noca.,0
Yelp,506,My gyro was basically lettuce only.,0
Yelp,507,Terrible service!,0
Yelp,508,Thoroughly disappointed!,0
Yelp,509,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
Yelp,510,"Give it a try, you will be happy you did.",1
Yelp,511,By far the BEST cheesecurds we have ever had!,1
Yelp,512,Reasonably priced also!,1
Yelp,513,Everything was perfect the night we were in.,1
Yelp,514,The food is very good for your typical bar food.,1
Yelp,515,it was a drive to get there.,0
Yelp,516,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
Yelp,517,"Anyway, I do not think i will go back there.",0
Yelp,518,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
Yelp,519,"Oh this is such a thing of beauty, this restaurant.",1
Yelp,520,If you haven't gone here GO NOW!,1
Yelp,521,"A greasy, unhealthy meal.",0
Yelp,522,first time there and might just be the last.,0
Yelp,523,Those burgers were amazing.,1
Yelp,524,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
Yelp,525,And it was way to expensive.,0
Yelp,526,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
Yelp,527,This was my first time and I can't wait until the next.,1
Yelp,528,The bartender was also nice.,1
Yelp,529,Everything was good and tasty!,1
Yelp,530,This place is two thumbs up....way up.,1
Yelp,531,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
Yelp,532,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
Yelp,533,Terrible management.,0
Yelp,534,An excellent new restaurant by an experienced Frenchman.,1
Yelp,535,If there were zero stars I would give it zero stars.,0
Yelp,536,"Great steak, great sides, great wine, amazing desserts.",1
Yelp,537,Worst martini ever!,0
Yelp,538,The steak and the shrimp are in my opinion the best entrees at GC.,1
Yelp,539,I had the opportunity today to sample your amazing pizzas!,1
Yelp,540,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
Yelp,541,The yellowtail carpaccio was melt in your mouth fresh.,1
Yelp,542,I won't try going back there even if it's empty.,0
Yelp,543,"No, I'm going to eat the potato that I found some strangers hair in it.",0
Yelp,544,Just spicy enough.. Perfect actually.,1
Yelp,545,Last night was my second time dining here and I was so happy I decided to go back!,1
Yelp,546,"not even a ""hello, we will be right with you.""",0
Yelp,547,The desserts were a bit strange.,0
Yelp,548,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
Yelp,549,"I really do recommend this place, you can go wrong with this donut place!",1
Yelp,550,Nice ambiance.,1
Yelp,551,I would recommend saving room for this!,1
Yelp,552,I guess maybe we went on an off night but it was disgraceful.,0
Yelp,553,"However, my recent experience at this particular location was not so good.",0
Yelp,554,"I know this is not like the other restaurants at all, something is very off here!",0
Yelp,555,AVOID THIS ESTABLISHMENT!,0
Yelp,556,I think this restaurant suffers from not trying hard enough.,0
Yelp,557,All of the tapas dishes were delicious!,1
Yelp,558,I *heart* this place.,1
Yelp,559,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
Yelp,560,After two I felt disgusting.,0
Yelp,561,A good time!,1
Yelp,562,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
Yelp,563,Generous portions and great taste.,1
Yelp,564,I will never go back to this place and will never ever recommended this place to anyone!,0
Yelp,565,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
Yelp,566,Food was delicious!,1
Yelp,567,AN HOUR... seriously?,0
Yelp,568,I consider this theft.,0
Yelp,569,Eew... This location needs a complete overhaul.,0
Yelp,570,We recently witnessed her poor quality of management towards other guests as well.,0
Yelp,571,Waited and waited and waited.,0
Yelp,572,"He also came back to check on us regularly, excellent service.",1
Yelp,573,Our server was super nice and checked on us many times.,1
Yelp,574,"The pizza tasted old, super chewy in not a good way.",0
Yelp,575,I swung in to give them a try but was deeply disappointed.,0
Yelp,576,Service was good and the company was better!,1
Yelp,577,The staff are also very friendly and efficient.,1
Yelp,578,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
Yelp,579,Boy was that sucker dry!!.,0
Yelp,580,Over rated.,0
Yelp,581,"If you look for authentic Thai food, go else where.",0
Yelp,582,Their steaks are 100% recommended!,1
Yelp,583,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
Yelp,584,Great food and great service in a clean and friendly setting.,1
Yelp,585,"All in all, I can assure you I'll be back.",1
Yelp,586,I hate those things as much as cheap quality black olives.,0
Yelp,587,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
Yelp,588,The kids play area is NASTY!,0
Yelp,589,Great place fo take out or eat in.,1
Yelp,590,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
Yelp,591,OMG I felt like I had never eaten Thai food until this dish.,1
Yelp,592,"It was extremely ""crumby"" and pretty tasteless.",0
Yelp,593,It was a pale color instead of nice and char and has NO flavor.,0
Yelp,594,The croutons also taste homemade which is an extra plus.,1
Yelp,595,I got home to see the driest damn wings ever!,0
Yelp,596,It'll be a regular stop on my trips to Phoenix!,1
Yelp,597,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
Yelp,598,Not good for the money.,0
Yelp,599,I miss it and wish they had one in Philadelphia!,1
Yelp,600,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
Yelp,601,They also have the best cheese crisp in town.,1
Yelp,602,"Good value, great food, great service.",1
Yelp,603,Couldn't ask for a more satisfying meal.,1
Yelp,604,The food is good.,1
Yelp,605,It was awesome.,1
Yelp,606,I just wanted to leave.,0
Yelp,607,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
Yelp,608,I will not be eating there again.,0
Yelp,609,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
Yelp,610,I checked out this place a couple years ago and was not impressed.,0
Yelp,611,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
Yelp,612,"Sorry, I will not be getting food from here anytime soon :(",0
Yelp,613,An absolute must visit!,1
Yelp,614,The cow tongue and cheek tacos are amazing.,1
Yelp,615,My friend did not like his Bloody Mary.,0
Yelp,616,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
Yelp,617,They really want to make your experience a good one.,1
Yelp,618,I will not return.,0
Yelp,619,I had the chicken Pho and it tasted very bland.,0
Yelp,620,Very disappointing!!!,0
Yelp,621,The grilled chicken was so tender and yellow from the saffron seasoning.,1
Yelp,622,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
Yelp,623,Pretty awesome place.,1
Yelp,624,Ambience is perfect.,1
Yelp,625,Best of luck to the rude and non-customer service focused new management.,0
Yelp,626,Any grandmother can make a roasted chicken better than this one.,0
Yelp,627,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
Yelp,628,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
Yelp,629,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
Yelp,630,The roast beef sandwich tasted really good!,1
Yelp,631,"Same evening, him and I are both drastically sick.",0
Yelp,632,High-quality chicken on the chicken Caesar salad.,1
Yelp,633,Ordered burger rare came in we'll done.,0
Yelp,634,We were promptly greeted and seated.,1
Yelp,635,Tried to go here for lunch and it was a madhouse.,0
Yelp,636,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
Yelp,637,"After waiting an hour and being seated, I was not in the greatest of moods.",0
Yelp,638,This is a good joint.,1
