,clean_tweet,class,labels
410,  deserved victory   awaits your   army   was no disgrace   ill be back next time  ,0,non_offensive
411,i just want the bad hoes and i wanna reach the children,1,offensive
412,  lol imma look at a bitch ass if i wanna,1,offensive
413,    bagging thot bitches amp giving em head ew nigga you nasty amp you are better off dead,1,offensive
414,    these hoes aint loyal mane they rotate,1,offensive
415,video charlie baker remembers tom menino httptcovdaowlzksv,0,non_offensive
416,i be stalking hoes ,1,offensive
417,lmaoo       bruh make a song called uber and the hook can be that uber make that pussy wet,1,offensive
418,you want thingamabobs i got twenty bitch,1,offensive
419,    just cause i liked a photo from 32 weeks ago do not mean i am stalking you bitch you just do not look as good as you used to,1,offensive
420,  i wanted to see that but i like trash sometimes lol,1,offensive
421,      hoes always say they a rider bitch stfu and ride this dick  lmaoooooooooooooooooooo  ,1,offensive
422,          yeah i know it is jeffs book the one where he admits to beating prisoners and lying abo ,0,non_offensive
423,mane wtf i wake up look at da window it is showin like a mf outsidegood thing a nicca went to walmart yesterday good aone snacks,1,offensive
424,  i aint shit you aint shitbitch we meant for eachother,1,offensive
425,i am hungry i will not give a bitch a time or day i am trying take care business  ,1,offensive
426,if you do not know what yo bitch doing tuat aint you bitch im just sayin,1,offensive
427,superman your ho eyyyy,1,offensive
428,neva been a bitch nigga you do not want them problems bro,1,offensive
429,    you gotta have luuuuubeall ya really need is luuuube dental dam yankees,1,offensive
430,  nigga byeeeee lmfao i will be dammed if a fag stole my girl,1,offensive
431,    chantel is not a side hoe bc apparently she is lesbian im done with life all these months hating her for no reason,1,offensive
432,you like those honestly they tasted like the sole of my shoes       that is a shame,0,non_offensive
433,got your bitch with me right now,1,offensive
434,  got it thanks hun ima text u,0,non_offensive
435,  fag,1,offensive
436,    raven symones hair be like i am not colored i am american httptcomkx0d4bh2q,0,non_offensive
437,    hmu when you stop bein a lil bitch,1,offensive
438,people love to touch my hair ooo is this real yes bitch is yours,1,offensive
439,    fake eyelashes are okay if they look natural but some of you bitches look like you gonna take flight if you blink too fa ,1,offensive
440,    i do not care how pretty you are if your personality is trash men are going to treat you accordingly that is not tru ,0,non_offensive
441,        ooh yea    getting all hoes,1,offensive
442,  lmao bitch is dumb slap her up,1,offensive
443,i keep these hoes in check until they bounce,1,offensive
444,    might have a better chance if we put some trash cans out there,0,non_offensive
445,    overthinking can and will fuck up the simplest things lighten up bitches,1,offensive
446,here we go brownies here we go woof woof,0,non_offensive
447,  a lot of you males need to dress up as real men for halloween since you all be acting like bitches all year   ,1,offensive
448,      i say if a girl got 7 bodies or more and she 20 or younger she a hoe  this one not up for debate,1,offensive
449,    girls do not let a guy treat you like a yellow starburstu are a pink starburst,0,non_offensive
450,no time for bitch niggas,1,offensive
451,      when a ghetto girl tries to read in class pt1 httpstcouw7abqbtoc  lmaooo,0,non_offensive
452,  get the loredo steak out dat bitch if u ballin,1,offensive
453,  rams are for fags,1,offensive
454,  this niggah be lying  ,1,offensive
455,  ima show my ass tonight i can feel it   i was thinking the same shit bitch ,1,offensive
456,i think i am a bitch tonight,1,offensive
457,my baby boy asleep with my monkey that i had since i was little i love my son so much httptcoiosarfs3ro,0,non_offensive
458,  on some real shit if i catch this bitch it is game on ,1,offensive
459,yaaaas bitch yaaaaaas,1,offensive
460,    nun but bad bitches link up tonight   finna go crazy,1,offensive
461,        leave the bitching to the bitches ,1,offensive
462,    egg avi in my mentions with 0 followers pussy bo dont want war ,1,offensive
463,  pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs,0,non_offensive
464,please tell this bitch i am subbin her ik one of you faggs on here fuck with those lames shit i am blocked or i would lol,1,offensive
465,      not in florida retard,1,offensive
466,taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from,1,offensive
467,       all my hoes stay mad at me i keep em hot guess they got a fever  ,1,offensive
468,goodnight you stuck up twats for not laughing at my tweets,1,offensive
469,oh bitch  ,1,offensive
470,    pete carroll prolly got the hoes lined up for his players after the game bruh,1,offensive
471,  room temp cus i have sensitive bitch teeth  ,1,offensive
472,    finally mellie got some back bone i might like her this season 1976 pussy  ,1,offensive
473,gucci fucked a lot more famous bitches but he the type to not have to speak on itwonder who opened their mouth,1,offensive
474,    just getting in i hope so cause they stunk it up last night,0,non_offensive
475,  why why why why why httpstcohvn6knce6d     aint kissing any bitch anytime soon,1,offensive
476,    really bitch httptco4dvj9shrj5,1,offensive
477,  when people complain to me about prices i am just like bitch do i look like i make the rules ,1,offensive
478,  gt    niggahs telling hoes i am down talking them just so i cannot get on    ,1,offensive
479,  do not be a bitch get two,1,offensive
480,on sight     bitch i bet not see you in the streets   trash ass nigga,1,offensive
481,she was like ima need you to write a statement bitch write yourself a diet it is always the old people trying to snitch bitch,1,offensive
482,bitch live a little,1,offensive
483,taco bell is super trash when you are sober,0,non_offensive
484,i got hoes in different area codes,1,offensive
485,you cannot blame me for the bitches i attract you all say ima asshole when i talk about hoes but that is kinda what i be having,1,offensive
486,put ya hands up if you a grade a bitch,1,offensive
487,    rows for the hoescurls for the girlsplanks for the skanks deep cuts for the slutsquads for the broadsno pecs n ,1,offensive
488,      last night was cool until niggas was more worried bout us than bitches  like that all the time,1,offensive
489,damn bird nearly gave me a heart attack and all she said was oh bitch oh,1,offensive
490,yet this nigga still checkin up on his old hoes,1,offensive
491,what i do   gotta report you as spam     ladies   if your head game better than your pussy,1,offensive
492,  bitch stop takin my shit ooo i hate u u dumb bitch,1,offensive
493,  lmaoo typical nig nog bombs should have got pics,1,offensive
494,          i  assuming she got a cup on     her pussy got a bicep b wtf httptcocl4jhgmxpi,1,offensive
495,    because i thought jay z would hit her  yeah he is known for sockin a bitch or 2,1,offensive
496,i could not have no mama joyce at my wedding what a grumpy ass bitch,1,offensive
497,i havnt fought a bitch ina minute cant wait,1,offensive
498,    getting called ugly by a bitch that use to idolize you   ohhhh well okay  ,1,offensive
499,the fuck mickey ds gave me some cookies in a big mac box httptco5nwxpqxhnf,1,offensive
500,    i cannot handle no liquor but these bitches cannot handle me,1,offensive
501,a bitch could never come out of her mouth and speak on shit that she has no idea what she is talking about,1,offensive
502,yeezus was fuckin trash,1,offensive
503,      no woman deserves to be sole stomped like that he is a bitch and so is everyone watching doing nada,1,offensive
504,    cue the liberal lefts uncle tom attacks against tim scott in 432      ,0,non_offensive
505,i be like bitch please lol httptcopnvmaacwy0,1,offensive
506,lol faggot team pipe beef,1,offensive
507,  pit bulls photographed as lovely fairy tale creatures httptcoq0sm89oolh they are fairy tale creatures,0,non_offensive
508,indirect ass little bitches like you know my fucking number and where i live,1,offensive
509,  and youre a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cant you dumbfuckits too short,1,offensive
510,  one mans trash   is another mans treasure  ,0,non_offensive
511,      omg nathaniel no come here mr pussy mr pussy where are you lol,1,offensive
512,    upload our pictures  wat pictures bitch,1,offensive
513,  who is this we i dont love hoes,1,offensive
514,only broke bitches steal money ,1,offensive
515,      me  ass hoes     got an iphone but it  off ass bitches,1,offensive
516,so excited for this white trash bash party tonight  ,1,offensive
517, broke tf outta this niggah at 24   he stopped playen defense and all,1,offensive
518,    damn near in love with all them hoes when i am with em,1,offensive
519,    getting all these checks like nike i am icy and yo bitch like me dice soho  ,1,offensive
520,cute japanese teen gets her tiight pussy fucked while sucking  httptcoaylkdsnksc,1,offensive
521,      bbc anal creampie bitch httptco3xneg5mnrk,1,offensive
522,that old lassie in greggs is a total bitch man,1,offensive
523,          yeah they trash q this man capitalized his h tho i am takin all ya fans,0,non_offensive
524,roy hibbert so trash it is unbelievable,1,offensive
525,  a bitch got 8 amp i am trinna change 2  ,1,offensive
